# species	aspect:kind,...
camerupt	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
torkoal	mythical_gilded:texture,mythical_ominous:texture,mythical_smp_v3:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
spinda	mythical_spectre:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
trapinch	mythical_gilded:texture,mythical_metallic:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
vibrava	mythical_gilded:texture,mythical_metallic:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
flygon	mythical_gilded:texture,mythical_metallic:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cacnea	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cacturne	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lunatone	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
solrock	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
barboach	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
whiscash	mythical_blazing:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
baltoy	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
claydol	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lileep	mythical_gilded:texture,mythical_metallic:texture,mythical_plasma:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cradily	mythical_gilded:texture,mythical_metallic:texture,mythical_plasma:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
anorith	mythical_gilded:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
armaldo	mythical_gilded:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
duskull	mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dusclops	mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tropius	mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chimecho	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
clamperl	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
huntail	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gorebyss	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
relicanth	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
luvdisc	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
beldum	mythical_blazing:texture,mythical_gilded:texture,mythical_independence_day:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
metang	mythical_blazing:texture,mythical_gilded:texture,mythical_independence_day:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
metagross	mythical_blazing:texture,mythical_gilded:texture,mythical_independence_day:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rayquaza	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
turtwig	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
grotle	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
torterra	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chimchar	mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
monferno	mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
infernape	mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
piplup	mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
prinplup	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
empoleon	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
starly	mythical_jungle:texture,mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
staravia	mythical_jungle:texture,mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
staraptor	mythical_jungle:texture,mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bidoof	mythical_gilded:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bibarel	mythical_gilded:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
kricketot	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
kricketune	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
shinx	mythical_radioactive:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
luxio	mythical_radioactive:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
luxray	mythical_frosted:texture,mythical_radioactive:texture,mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
budew	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
roserade	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cranidos	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rampardos	mythical_metallic:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
shieldon	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bastiodon	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
combee	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
vespiquen	mythical_smp_v2:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
pachirisu	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
buizel	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
floatzel	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ambipom	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
drifloon	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
drifblim	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
buneary	mythical_easter:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_marine:texture,mythical_twilight:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lopunny	mythical_easter:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_marine:texture,mythical_twilight:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mismagius	mythical_gilded:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
honchkrow	mythical_error:texture,mythical_gilded:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chingling	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bonsly	mythical_gingerbread:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mimejr	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
happiny	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chatot	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
spiritomb	mythical_easter:texture,mythical_marine:texture,mythical_ominous:texture,mythical_tropical:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gible	mythical_blazing:texture,mythical_gilded:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gabite	mythical_blazing:texture,mythical_gilded:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
garchomp	mythical_blazing:texture,mythical_gilded:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
munchlax	mythical_gilded:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
riolu	mythical_blazing:texture,mythical_marine:texture,mythical_metallic:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lucario	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
hippopotas	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
hippowdon	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
carnivine	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
weavile	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
magnezone	mythical_gilded:texture,mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lickilicky	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rhyperior	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tangrowth	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
electivire	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
magmortar	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
yanmega	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
leafeon	mythical_blazing:texture,mythical_error:texture,mythical_gilded:texture,mythical_radioactive:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
glaceon	mythical_blazing:texture,mythical_error:texture,mythical_gilded:texture,mythical_radioactive:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gliscor	mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mamoswine	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
porygonz	mythical_blazing:texture,mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gallade	mythical_independence_day:texture,mythical_radioactive:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
probopass	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dusknoir	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
snivy	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
servine	mythical_gilded:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
serperior	mythical_gilded:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tepig	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
pignite	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
emboar	mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
oshawott	mythical_gilded:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dewott	mythical_gilded:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
samurott	mythical_gilded:texture,mythical_metallic:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
patrat	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
watchog	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lillipup	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
herdier	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
stoutland	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
pidove	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tranquill	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
unfezant	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
roggenrola	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
boldore	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gigalith	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
woobat	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
swoobat	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
timburr	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gurdurr	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
conkeldurr	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
venipede	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
whirlipede	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
scolipede	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cottonee	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
whimsicott	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
petilil	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lilligant	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
basculin	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sandile	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
krokorok	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
krookodile	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
darumaka	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
darmanitan	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
maractus	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dwebble	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
crustle	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sigilyph	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
yamask	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cofagrigus	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tirtouga	mythical_gilded:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
carracosta	mythical_gilded:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
archen	mythical_frosted:texture,mythical_gilded:texture,mythical_jungle:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
