species,dex,family,base_aspects,source_resolver,texture,base_texture,alpha_iou,status,reason
starly,396,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
starly,396,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0396_starly/1_starly_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_sakura,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_sakura.png,cobblemon:textures/pokemon/0397_staravia/staravia.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_sakura,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_shiny_sakura.png,cobblemon:textures/pokemon/0397_staravia/staravia_shiny.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_shadow.png,cobblemon:textures/pokemon/0397_staravia/staravia.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_shiny_shadow.png,cobblemon:textures/pokemon/0397_staravia/staravia_shiny.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_jungle,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_jungle.png,cobblemon:textures/pokemon/0397_staravia/staravia.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_jungle,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,mythicalcobbled:textures/pokemon/0397_staravia/staravia_shiny_jungle.png,cobblemon:textures/pokemon/0397_staravia/staravia_shiny.png,1.000000,accepted,strict_native_uv_match
staravia,397,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staravia,397,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0397_staravia/1_staravia_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_sakura,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_sakura.png,cobblemon:textures/pokemon/0398_staraptor/staraptor.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_sakura,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_shiny_sakura.png,cobblemon:textures/pokemon/0398_staraptor/staraptor_shiny.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_shadow.png,cobblemon:textures/pokemon/0398_staraptor/staraptor.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_shiny_shadow.png,cobblemon:textures/pokemon/0398_staraptor/staraptor_shiny.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_jungle,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_jungle.png,cobblemon:textures/pokemon/0398_staraptor/staraptor.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_jungle,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,mythicalcobbled:textures/pokemon/0398_staraptor/staraptor_shiny_jungle.png,cobblemon:textures/pokemon/0398_staraptor/staraptor_shiny.png,1.000000,accepted,strict_native_uv_match
staraptor,398,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
staraptor,398,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0398_staraptor/1_staraptor_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,mythicalcobbled:textures/pokemon/0399_bidoof/bidoof_gilded.png,cobblemon:textures/pokemon/0399_bidoof/bidoof.png,1.000000,accepted,strict_native_uv_match
bidoof,399,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,mythicalcobbled:textures/pokemon/0399_bidoof/bidoof_shiny_gilded.png,cobblemon:textures/pokemon/0399_bidoof/bidoof_shiny.png,1.000000,accepted,strict_native_uv_match
bidoof,399,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,,,,rejected,effect_only_or_no_texture
bidoof,399,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,mythicalcobbled:textures/pokemon/0399_bidoof/bidoof_ominous.png,cobblemon:textures/pokemon/0399_bidoof/bidoof.png,1.000000,accepted,strict_native_uv_match
bidoof,399,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0399_bidoof/2_bidoof_base.json,mythicalcobbled:textures/pokemon/0399_bidoof/bidoof_shiny_ominous.png,cobblemon:textures/pokemon/0399_bidoof/bidoof_shiny.png,1.000000,accepted,strict_native_uv_match
bibarel,400,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_gilded.png,cobblemon:textures/pokemon/0400_bibarel/bibarel.png,1.000000,accepted,strict_native_uv_match
bibarel,400,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_shiny_gilded.png,cobblemon:textures/pokemon/0400_bibarel/bibarel_shiny.png,1.000000,accepted,strict_native_uv_match
bibarel,400,mythical_canada_day,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_canada_day.png,,,rejected,custom_model_or_poser
bibarel,400,mythical_canada_day,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_shiny_canada_day.png,cobblemon:textures/pokemon/0400_bibarel/bibarel_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_128x64
bibarel,400,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,,,,rejected,effect_only_or_no_texture
bibarel,400,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_ominous.png,cobblemon:textures/pokemon/0400_bibarel/bibarel.png,1.000000,accepted,strict_native_uv_match
bibarel,400,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0400_bibarel/2_bibarel_base.json,mythicalcobbled:textures/pokemon/0400_bibarel/bibarel_shiny_ominous.png,cobblemon:textures/pokemon/0400_bibarel/bibarel_shiny.png,1.000000,accepted,strict_native_uv_match
kricketot,401,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketot,401,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0401_kricketot/2_kricketot_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
kricketune,402,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0402_kricketune/2_kricketune_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_radioactive,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_radioactive.png,cobblemon:textures/pokemon/0403_shinx/shinx.png,1.000000,accepted,strict_native_uv_match
shinx,403,mythical_radioactive,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_shiny_radioactive.png,cobblemon:textures/pokemon/0403_shinx/shinx_shiny.png,1.000000,accepted,strict_native_uv_match
shinx,403,mythical_frosted,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_frosted.png,cobblemon:textures/pokemon/0403_shinx/shinx.png,0.957670,rejected,alpha_layout_below_0.97
shinx,403,mythical_frosted,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_shiny_frosted.png,cobblemon:textures/pokemon/0403_shinx/shinx_shiny.png,0.957670,rejected,alpha_layout_below_0.97
shinx,403,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_shadow.png,cobblemon:textures/pokemon/0403_shinx/shinx.png,1.000000,accepted,strict_native_uv_match
shinx,403,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_shiny_shadow.png,cobblemon:textures/pokemon/0403_shinx/shinx_shiny.png,1.000000,accepted,strict_native_uv_match
shinx,403,mythical_sakura,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_sakura.png,cobblemon:textures/pokemon/0403_shinx/shinx.png,0.959765,rejected,alpha_layout_below_0.97
shinx,403,mythical_sakura,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,mythicalcobbled:textures/pokemon/0403_shinx/shinx_shiny_sakura.png,cobblemon:textures/pokemon/0403_shinx/shinx_shiny.png,0.959765,rejected,alpha_layout_below_0.97
shinx,403,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
shinx,403,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0403_shinx/1_shinx_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_radioactive,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_radioactive.png,cobblemon:textures/pokemon/0404_luxio/luxio.png,1.000000,accepted,strict_native_uv_match
luxio,404,mythical_radioactive,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_shiny_radioactive.png,cobblemon:textures/pokemon/0404_luxio/luxio_shiny.png,0.990479,accepted,strict_native_uv_match
luxio,404,mythical_frosted,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_frosted.png,cobblemon:textures/pokemon/0404_luxio/luxio.png,0.969533,rejected,alpha_layout_below_0.97
luxio,404,mythical_frosted,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_shiny_frosted.png,cobblemon:textures/pokemon/0404_luxio/luxio_shiny.png,0.960013,rejected,alpha_layout_below_0.97
luxio,404,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_shadow.png,cobblemon:textures/pokemon/0404_luxio/luxio.png,1.000000,accepted,strict_native_uv_match
luxio,404,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_shiny_shadow.png,cobblemon:textures/pokemon/0404_luxio/luxio_shiny.png,0.990479,accepted,strict_native_uv_match
luxio,404,mythical_sakura,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_sakura.png,cobblemon:textures/pokemon/0404_luxio/luxio.png,0.969533,rejected,alpha_layout_below_0.97
luxio,404,mythical_sakura,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,mythicalcobbled:textures/pokemon/0404_luxio/luxio_shiny_sakura.png,cobblemon:textures/pokemon/0404_luxio/luxio_shiny.png,0.960013,rejected,alpha_layout_below_0.97
luxio,404,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxio,404,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0404_luxio/1_luxio_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_radioactive,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_radioactive.png,cobblemon:textures/pokemon/0405_luxray/luxray.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_radioactive,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shiny_radioactive.png,cobblemon:textures/pokemon/0405_luxray/luxray_shiny.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_frosted,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_frosted.png,cobblemon:textures/pokemon/0405_luxray/luxray.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_frosted,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shiny_frosted.png,cobblemon:textures/pokemon/0405_luxray/luxray_shiny.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_smp_v2,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_smp_v2.png,cobblemon:textures/pokemon/0405_luxray/luxray.png,0.861900,rejected,alpha_layout_below_0.97
luxray,405,mythical_smp_v2,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shiny_smp_v2.png,cobblemon:textures/pokemon/0405_luxray/luxray_shiny.png,0.861900,rejected,alpha_layout_below_0.97
luxray,405,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shadow.png,cobblemon:textures/pokemon/0405_luxray/luxray.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shiny_shadow.png,cobblemon:textures/pokemon/0405_luxray/luxray_shiny.png,1.000000,accepted,strict_native_uv_match
luxray,405,mythical_sakura,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_sakura.png,cobblemon:textures/pokemon/0405_luxray/luxray.png,0.983176,accepted,strict_native_uv_match
luxray,405,mythical_sakura,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,mythicalcobbled:textures/pokemon/0405_luxray/luxray_shiny_sakura.png,cobblemon:textures/pokemon/0405_luxray/luxray_shiny.png,0.983176,accepted,strict_native_uv_match
luxray,405,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
luxray,405,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0405_luxray/1_luxray_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_metallic,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_metallic.png,cobblemon:textures/pokemon/0408_cranidos/cranidos.png,0.872616,rejected,alpha_layout_below_0.97
cranidos,408,mythical_metallic,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_shiny_metallic.png,cobblemon:textures/pokemon/0408_cranidos/cranidos_shiny.png,0.872616,rejected,alpha_layout_below_0.97
cranidos,408,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_shadow.png,cobblemon:textures/pokemon/0408_cranidos/cranidos.png,0.872616,rejected,alpha_layout_below_0.97
cranidos,408,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_shiny_shadow.png,cobblemon:textures/pokemon/0408_cranidos/cranidos_shiny.png,0.872616,rejected,alpha_layout_below_0.97
cranidos,408,mythical_tropical,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_tropical.png,cobblemon:textures/pokemon/0408_cranidos/cranidos.png,-1.000000,rejected,dimension_mismatch_256x256_vs_64x64
cranidos,408,mythical_tropical,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,mythicalcobbled:textures/pokemon/0408_cranidos/cranidos_shiny_tropical.png,cobblemon:textures/pokemon/0408_cranidos/cranidos_shiny.png,-1.000000,rejected,dimension_mismatch_256x256_vs_64x64
cranidos,408,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
cranidos,408,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0408_cranidos/1_cranidos_base.json,,,,rejected,effect_only_or_no_texture
rampardos,409,mythical_metallic,,assets/cobblemon/bedrock/pokemon/resolvers/0409_rampardos/1_rampardos_base.json,mythicalcobbled:textures/pokemon/0409_rampardos/rampardos_metallic.png,cobblemon:textures/pokemon/0409_rampardos/rampardos.png,1.000000,accepted,strict_native_uv_match
